Height(Inches);Weight(Pounds);Sex;Age
64,66349;118,2509;M;28
66,20468;129,3437;F;29
72,42652;142,1927;F;24
68,18756;125,1862;M;19
65,09832;134,0936;M;23
64,94607;123,7487;F;24
68,74582;132,8903;F;19
67,48779;124,9625;F;23
65,11114;94,45359;F;18
68,70291;123,1642;F;24
64,81203;122,4859;F;19
68,35035;128,6184;F;20
72,14415;142,8257;F;25
68,23639;147,0343;M;19
66,90007;121,555;F;25
68,96221;145,2393;F;20
69,44312;119,8432;F;20
65,04087;131,9553;F;19
67,33467;126,2769;F;20
70,00111;139,7206;M;22
65,86413;114,5532;M;18
66,76124;121,4799;M;19
68,6178;138,031;F;19
66,49285;129,3542;M;19
68,45981;119,1174;F;31
69,6046;125,9209;F;28
71,62721;151,8017;F;22
66,56949;100,3424;M;21
65,36772;115,6658;F;18
71,5466;134,8652;F;19
67,9212;121,8751;M;18
68,53005;127,0172;M;27
66,29177;125,542;M;20
70,0892;148,1898;F;18
66,45724;137,0889;F;24
66,90417;124,4345;M;23
71,96531;160,8373;F;20
65,79737;111,0351;F;19
71,99473;135,4855;F;18
67,88118;125,1443;F;20
67,9713;132,0724;F;19
66,68833;124,6627;F;35
69,08259;120,4445;F;21
67,7725;120,6289;M;21
67,54727;127,846;F;20
64,64468;122,7172;M;19
69,69364;126,2985;F;28
68,70439;134,8945;F;23
68,16991;120,5405;F;18
68,33163;123,6751;F;22
65,19663;120,1252;M;20
69,12973;147,2327;F;18
66,76336;149,5213;M;22
66,10726;114,3077;F;20
68,69461;118,3486;M;20
69,51345;129,3136;F;27
67,15638;116,1097;M;22
66,52538;118,2619;F;21
71,057;150,4875;F;23
69,19665;124,4735;F;22
66,76492;120,8445;F;20
68,09253;121,9168;M;23
67,35046;129,862;F;20
68,25237;114,1292;F;24
67,66866;121,0367;F;30
66,21079;116,8308;M;22
70,37472;141,5234;F;21
67,8132;118,614;M;22
66,42694;115,2073;F;24
68,20158;114,2983;F;23
68,77079;135,0788;M;21
70,60585;124,6664;F;29
68,09479;129,3895;F;21
64,8915;121,5407;F;23
67,12568;137,1491;M;25
69,97844;129,5848;M;21
67,77866;130,9258;F;20
71,39205;144,5625;M;20
67,96867;144,8993;M;28
72,76728;158,5479;M;19
73,38719;154,6609;F;20
69,32501;135,3784;F;22
66,65826;124,0843;M;25
68,63739;137,5213;M;18
70,10928;126,2247;F;19
68,39804;141,12;F;27
72,29783;123,4305;F;22
70,62523;136,39;F;18
71,44332;141,1457;F;19
70,41386;133,5107;F;19
64,86518;114,7467;M;20
68,80394;111,0717;M;19
69,49145;138,1768;M;23
66,01854;113,5605;F;24
70,48654;127,2451;M;22
66,80862;125,5152;M;19
70,6607;132,6907;F;23
66,68431;104,9599;F;27
65,58814;132,2702;M;20
66,36507;124,7192;F;21
67,09404;97,52424;M;22
66,48373;109,9676;M;22
68,82707;132,1645;M;22
64,69002;114,4221;M;24
69,01948;113,5284;F;22
69,43111;141,7182;F;23
70,07435;133,3257;F;19
66,8212;121,7781;F;24
68,06909;129,9501;M;19
69,6444;124,8979;M;24
64,80698;121,6822;F;18
67,37179;125,3064;F;19
67,39488;108,6014;M;22
68,39465;118,6916;M;28
68,4231;156,2505;M;22
69,41607;124,4915;F;24
66,82138;120,3149;M;24
65,58027;109,5115;F;21
71,02776;160,1136;F;19
67,8096;141,57;F;20
71,01235;136,6575;M;20
67,45353;137,7991;F;19
69,77346;143,6829;M;22
64,07515;111,1404;M;18
68,36516;143,9045;F;20
69,40935;119,8486;F;24
66,43953;104,0047;M;18
69,77091;126,6292;F;20
71,29182;148,3832;M;23
67,26889;119,2626;F;31
68,52627;140,521;M;25
63,95467;100,0358;F;21
68,27822;114,3188;M;28
69,01564;129,8548;F;20
68,33275;131,6805;M;18
65,91471;111,3135;F;19
65,5471;119,9587;F;24
66,88448;124,6394;M;19
67,50342;116,6803;F;22
71,35101;148,2762;F;23
66,5912;128,9648;M;18
65,14281;105,1575;M;23
67,26097;128,2402;M;28
68,77974;134,0494;M;20
66,92786;125,5997;F;22
70,20106;154,8632;F;19
68,1684;109,4807;M;20
65,9685;121,0642;M;18
69,2944;139,0479;M;19
68,18398;115,8062;F;20
67,3956;138,3648;F;18
69,32049;127,5045;F;19
66,66937;120,5405;M;28
68,62135;145,4409;M;20
69,82043;135,6144;M;29
68,00272;139,2716;M;18
69,35468;129,8923;M;25
70,19606;147,7932;F;21
69,94747;138,2673;F;21
69,48896;117,94;M;22
70,48888;119,9716;M;22
65,70003;115,1262;F;28
69,24694;126,8539;F;27
67,30239;133,8636;F;24
69,64951;135,6532;M;20
65,50558;130,4526;F;30
72,17516;134,4131;F;20
67,65538;140,6611;F;21
69,96429;130,0129;F;34
66,61309;124,0167;M;25
67,43982;136,3044;F;20
63,73814;126,0077;M;30
68,71436;134,623;F;18
70,77193;133,9877;F;21
69,37902;141,4066;F;19
68,95079;137,57;F;23
68,90363;131,0382;M;20
65,21203;116,4051;M;22
67,31722;117,2372;M;23
64,38819;124,1841;F;27
66,35807;119,5823;M;23
66,38672;131,7982;F;22
66,6684;143,8648;F;22
65,19706;95,36862;F;20
69,42103;117,8366;M;25
64,06378;123,079;M;20
68,24753;133,6979;F;19
68,89321;133,5338;M;21
70,65875;141,7325;M;23
66,17187;132,7272;F;21
69,79746;139,5868;F;19
69,39866;149,026;F;20
67,93777;117,9616;M;20
67,26378;127,81;F;23
67,44849;139,9993;M;24
68,57844;127,3023;F;19
68,18689;116,6239;M;19
71,21952;142,336;M;24
69,32096;123,3451;M;23
65,65913;110,7946;M;19
70,37;143,1529;M;24
64,79003;131,5436;F;30
65,92313;97,29027;F;33
66,73192;128,011;M;21
65,40144;111,9967;F;21
66,71355;121,5899;F;20
65,52829;120,2156;M;22
68,39107;127,4346;F;20
69,32446;131,3958;M;21
73,19305;144,5579;F;28
68,08406;116,6268;F;21
70,00156;122,5793;F;21
70,67706;117,6249;M;25
66,43552;134,1497;F;21
68,10398;133,4111;M;18
70,03197;126,462;M;23
64,56491;114,9612;M;24
68,39336;132,7568;F;32
68,0955;127,074;M;23
66,25512;137,4863;F;18
67,61981;113,9223;M;27
67,10991;130,6669;F;24
68,30287;122,2908;F;25
70,05068;126,1234;M;24
67,69089;132,2541;M;24
69,26578;122,9495;F;24
70,84848;131,7416;F;27
67,14127;133,1617;F;21
65,6565;121,3197;F;34
67,91043;120,8734;F;21
66,40429;130,1516;M;19
67,17903;126,7042;F;19
65,97607;136,9425;M;19
66,04298;114,3685;F;23
71,71449;153,2031;M;25
66,09004;125,3156;F;21
68,28237;137,1149;F;24
69,2815;127,2959;M;22
65,76268;113,9716;F;20
66,98438;122,2353;M;29
65,6529;131,5253;F;23
68,95828;138,3287;M;20
68,66489;119,6475;M;21
63,28472;134,2575;M;24
69,3378;145,5026;F;21
68,23957;129,4421;F;19
67,91304;111,7014;F;22
66,16765;133,5217;F;29
67,31495;115,6811;M;27
66,97137;118,4895;F;20
65,80597;124,801;F;20
66,79723;118,5487;M;29
65,12057;115,9726;M;21
66,84355;123,2907;M;22
68,38863;110,792;F;19
68,68709;138,8422;F;22
71,59953;129,4179;F;19
68,32022;137,7368;M;30
68,31;108,7164;M;18
66,47004;122,2851;F;29
68,12458;130,3549;F;24
72,0858;138,3812;M;20
68,82191;114,476;F;23
66,5675;113,8546;F;24
70,19345;131,3116;M;21
68,39855;142,0522;F;22
68,23971;132,4932;F;19
71,56445;137,2813;F;22
68,85791;137,9349;F;24
70,46101;133,3018;F;22
68,19618;119,5517;F;24
67,34632;123,2255;F;22
67,57452;119,1006;F;25
70,49071;137,8164;F;25
69,00788;133,1503;F;23
69,18618;120,7711;F;19
69,27963;134,9563;F;19
68,30928;132,4946;F;25
69,85509;112,2776;F;28
66,99205;154,8623;F;20
68,83483;132,5996;F;20
65,51992;111,0786;F;25
69,3211;128,1426;F;18
64,91352;132,2049;M;25
67,44463;136,2209;F;22
68,36722;135,6455;F;18
65,47213;83,33859;M;22
69,36933;134,65;M;18
69,54885;134,6695;F;25
65,32827;114,8547;M;27
67,09904;118,2642;M;20
66,42256;133,6799;F;24
71,0263;128,2917;M;25
69,2985;121,2343;F;23
66,85983;116,8298;F;25
65,68344;116,4899;F;20
68,44039;131,2274;M;24
66,09236;124,9588;F;19
66,89796;105,0615;F;20
67,65639;126,238;M;28
69,01429;132,3267;F;20
67,95663;134,3919;F;21
62,63031;98,87507;F;23
70,47594;118,9593;M;25
70,99287;132,9842;M;19
68,86312;137,4119;M;27
71,61657;126,9508;F;20
65,17342;110,3023;M;20
66,6864;134,4681;F;21
68,20849;133,9785;F;21
67,12074;115,4099;M;18
68,43384;124,156;M;23
67,80769;139,6569;F;21
69,55436;126,1296;F;22
69,626;130,6209;F;23
66,73544;127,3142;F;18
66,85735;115,6542;M;18
68,73859;114,5677;M;20
67,84689;129,8946;F;19
67,12274;132,4266;M;21
65,01406;124,2521;M;25
67,47471;102,7244;M;21
67,25719;144,0751;F;19
67,24826;127,6367;M;23
66,30738;104,6319;M;21
67,41475;125,3851;F;25
66,58363;126,1534;M;19
65,93812;104,2595;F;20
69,80661;115,1499;F;19
68,54967;139,205;M;20
70,66876;133,3968;M;27
68,59748;123,4007;F;34
69,92431;124,9688;F;21
69,29221;140,663;F;18
70,8323;114,6896;F;24
69,47654;150,3265;F;25
65,12741;109,1273;M;18
66,52541;100,9191;M;27
66,75392;109,0707;F;23
67,60759;132,4966;M;21
70,49105;131,9175;M;21
62,95883;122,8187;M;28
67,16728;126,6304;F;20
67,37938;115,0117;F;22
66,73605;120,1152;M;24
66,50685;120,364;F;21
66,30539;103,8522;F;23
69,84097;139,6097;F;25
68,43171;111,0371;F;30
70,21848;113,2947;M;20
67,94852;118,2123;M;21
67,36696;118,6315;F;30
69,06908;146,7647;M;19
64,44615;113,4007;M;19
65,42316;122,9447;M;19
66,9796;129,0708;F;24
69,01274;116,1521;M;18
67,59833;136,7678;F;27
65,9525;130,6652;F;23
67,12379;125,5072;M;22
70,19532;126,5499;F;25
69,38455;131,5782;F;32
69,88289;143,9437;F;22
66,33476;124,6417;M;20
69,86933;127,138;F;23
69,17547;142,2736;M;20
63,69076;100,3788;F;19
68,94349;112,6258;F;22
67,82915;103,9962;M;21
68,71299;133,2248;M;23
71,78816;143,102;F;27
70,80693;142,3487;F;21
67,04918;116,1558;F;18
70,7374;143,0558;M;22
63,99731;102,6267;F;28
68,44638;132,1454;F;18
64,8252;117,1635;F;22
70,32462;131,8657;F;19
70,20879;163,8728;F;20
68,04153;137,4699;F;30
68,99917;129,7717;F;25
67,06517;120,3846;M;23
69,51164;124,2078;F;24
63,43652;126,3691;F;18
70,20568;136,4101;M;20
67,06886;127,1024;F;39
70,71333;141,4736;F;21
66,53558;133,3857;M;25
66,33691;123,5988;F;27
66,76051;131,4503;F;21
69,23838;126,2803;M;19
64,43238;92,31443;F;18
67,65387;114,1495;F;20
65,28297;121,8429;M;19
67,29254;122,4833;M;19
66,67426;108,0738;M;25
67,18934;126,9589;F;18
68,86103;148,8058;F;22
65,91764;136,8749;F;27
67,48274;137,6678;F;20
65,86101;123,4096;F;23
69,58332;131,3107;M;19
66,48236;121,0822;M;23
67,12587;130,7108;M;29
68,03928;118,5115;F;24
70,60422;133,7741;F;30
67,35277;134,1125;M;24
64,96602;124,6932;M;23
69,73659;126,8534;F;20
67,85001;116,5084;M;20
67,11269;137,5854;M;18
68,91724;126,4464;F;25
66,10288;143,3539;F;21
66,92685;114,6862;F;23
67,62461;123,238;F;19
67,68375;146,636;M;22
69,69504;131,1339;M;21
67,53015;109,7927;F;23
66,49217;112,7151;M;31
67,49556;115,8608;F;28
65,22979;118,5155;F;19
65,14555;109,0792;M;29
69,96429;118,1581;F;22
66,96921;119,725;F;19
72,68406;140,7454;M;20
70,62989;143,2336;F;21
66,28962;127,5244;F;19
66,87942;118,188;M;21
69,63736;138,7506;F;22
72,13221;133,896;F;19
67,64678;116,0453;M;24
66,29793;130,1744;F;23
66,24001;114,7215;M;30
69,04627;123,7546;F;20
68,95959;124,4974;F;23
67,50624;145,7484;M;18
67,53604;137,2567;F;27
68,20346;121,3491;F;20
67,12901;119,374;F;18
67,57283;123,2969;M;23
66,67624;140,9397;M;22
65,26043;101,1571;F;23
69,96595;142,8463;F;24
69,89433;130,4151;M;24
69,40222;126,5053;M;18
69,38557;139,4706;M;19
68,37978;126,2987;M;20
69,18198;139,8423;F;20
71,88614;134,319;M;32
69,07546;114,2239;F;23
66,55796;117,9522;M;18
65,84951;135,0075;F;19
69,30328;128,4679;F;19
70,56769;137,2495;F;24
65,70932;124,1531;M;23
68,28887;129,7135;M;25
68,64234;126,0445;F;21
66,48124;124,1437;F;21
66,33382;128,3406;M;22
67,14291;110,4774;M;29
68,01799;131,4676;F;24
67,99908;132,4317;F;19
66,54521;125,3635;F;25
66,48652;133,496;M;19
68,49951;106,7804;M;31
67,05746;140,4379;M;25
67,81343;122,49;M;18
70,76865;141,9201;F;22
67,35674;119,6444;M;24
66,58169;140,4575;F;19
68,81841;115,7801;M;19
67,78353;138,1807;M;27
70,59967;133,0057;F;29
66,17798;117,8164;M;22
64,52454;122,6902;F;20
69,19398;124,8873;F;24
72,00347;115,7439;F;21
68,22649;135,6941;M;23
64,9649;110,6567;M;27
68,72693;140,5141;F;27
65,62412;102,6406;M;24
67,93149;119,2796;F;24
68,15359;136,3666;M;19
67,10444;119,5672;M;33
66,78636;115,2495;F;21
67,47237;119,3153;M;21
69,15877;134,0016;M;28
66,94609;124,1271;F;30
64,64516;121,6082;F;19
68,23103;119,5605;F;19
74,59993;147,0372;F;20
69,17074;116,6371;F;19
64,4579;106,3788;M;21
67,89229;136,952;M;18
67,93228;139,162;F;25
65,63166;124,0105;M;23
69,93332;151,8863;F;23
67,06235;119,6547;F;21
68,72155;134,1575;M;21
67,99221;120,0651;F;22
69,48024;131,2464;F;21
69,63642;134,5954;F;22
68,6781;113,8461;F;21
68,93508;135,1919;F;19
65,25731;113,4053;F;28
69,55037;150,3096;M;25
64,50942;126,2417;F;27
66,76791;105,8579;F;25
68,19097;119,0327;F;30
71,36573;149,988;M;24
71,51642;134,707;F;22
70,1695;143,5692;F;23
67,27132;113,8254;F;21
63,92789;122,9493;M;24
70,109;114,8256;F;18
70,32118;130,2398;F;22
68,62967;125,1725;M;22
64,68249;116,3063;M;19
65,62406;127,038;F;23
68,33608;130,0088;M;23
68,15973;128,8837;F;19
66,39703;129,2909;M;22
68,7637;133,8946;F;18
62,73218;115,6746;M;27
67,25989;119,323;F;22
67,31674;127,174;F;24
70,01359;144,3033;F;24
66,29943;123,5503;M;18
69,3621;134,9359;M;23
67,36081;126,2309;M;21
66,67762;117,7297;F;22
67,48578;118,3315;M;24
69,01325;126,9036;M;19
68,93436;113,2651;F;22
67,98407;142,2802;F;24
64,70492;113,5925;M;24
68,71176;142,4521;F;25
66,65959;121,0303;F;19
67,62403;118,5923;F;20
69,56171;137,7018;M;21
66,20244;118,5927;M;18
69,69845;133,8294;F;18
64,18408;128,3516;M;18
67,04695;116,5957;M;18
65,07655;112,7787;F;22
66,54927;119,9512;M;23
64,94199;118,4685;F;23
70,72113;138,7877;M;18
65,72731;105,9051;M;24
70,72856;132,1233;F;21
69,73747;142,4348;M;18
70,38866;118,807;F;24
66,2377;127,8696;F;27
69,15005;119,5495;M;18
71,55308;143,2831;M;22
67,3427;120,6477;M;22
70,81002;147,7208;F;23
68,94879;134,6874;M;20
67,83322;107,5648;F;23
66,80215;115,2344;F;21
62,38539;105,2355;F;27
70,19469;134,5963;F;22
68,78438;134,1788;M;25
69,24853;109,9131;M;21
70,30374;125,2977;F;21
70,82191;129,2991;M;28
71,00821;146,8951;F;19
68,13521;130,0498;M;22
69,55141;125,0764;M;28
66,80746;99,00428;M;23
64,38131;117,1049;F;19
68,01762;114,3042;F;28
69,57085;124,6849;M;29
67,64249;131,7347;M;20
67,09186;115,918;F;20
71,33608;136,9999;F;19
68,33188;134,8577;F;19
68,19698;141,5204;F;23
71,61186;138,5029;F;20
68,58219;125,3785;F;21
69,51224;127,0237;M;19
68,94224;121,7044;F;23
67,56831;130,4685;M;21
62,70761;121,0772;M;23
69,65338;144,7186;F;20
69,17779;123,8314;F;21
69,1034;128,4483;F;30
66,22062;142,7467;F;23
63,90675;120,7712;M;28
68,0134;142,6934;F;23
67,39766;124,2776;F;25
67,86913;123,3232;M;24
68,93266;109,3652;F;24
64,65561;129,5612;F;19
67,64286;116,2336;M;21
68,5499;144,1276;F;21
66,47408;122,8267;M;31
65,95487;112,2416;F;24
66,32695;113,5088;M;24
68,26741;123,2998;F;21
70,78463;134,7647;F;23
70,4697;139,8125;F;20
64,96269;122,9922;F;21
68,34706;130,6799;M;18
73,07882;147,7522;M;28
70,32529;134,3631;F;20
72,11328;143,5666;M;22
72,90519;139,1213;M;21
64,87304;118,9879;F;19
68,88989;123,4282;M;22
69,17388;122,9818;M;18
66,71493;123,5503;F;18
67,02678;140,1351;F;22
67,30884;118,4517;M;20
62,58703;102,193;M;23
68,64869;129,519;F;20
67,74901;120,7554;F;20
71,64536;122,4384;F;31
66,66707;121,7723;F;20
68,299;127,1307;F;20
67,18546;119,8945;F;20
67,60484;145,6195;M;23
67,42626;110,1731;F;23
66,47848;117,1419;F;27
70,4336;135,951;F;19
66,14942;114,8362;M;19
65,24499;133,7044;F;20
68,29032;124,673;F;19
68,78918;132,8131;F;18
69,25119;130,8556;M;24
67,81337;131,5901;F;23
67,14685;129,0973;F;23
66,38206;119,9348;M;23
69,90033;135,8803;M;23
69,87924;147,5404;F;23
67,05535;123,0133;F;21
69,92107;150,7238;M;21
66,75984;108,9817;F;19
66,63653;106,6289;F;22
68,95163;126,1426;F;25
70,80464;141,4493;F;21
70,82565;142,3535;F;29
65,81239;142,3511;M;25
68,58827;121,4297;M;28
69,97348;121,2647;F;22
65,8631;120,7951;M;22
67,18395;137,6251;F;18
65,3295;112,2046;F;24
70,54919;143,444;M;20
64,27425;115,4872;M;30
70,23423;129,5721;F;24
68,52809;140,6879;M;28
66,50366;132,8973;M;20
66,6848;109,0765;M;24
68,96487;122,8685;M;24
65,95854;122,3757;M;20
71,1723;127,8293;F;19
70,53792;125,9055;F;20
68,59623;121,8365;F;21
63,09214;105,3814;F;30
70,15201;128,9654;M;30
69,93896;135,1878;F;18
68,3899;150,545;F;23
66,77273;118,2023;M;19
68,0307;112,1099;M;20
68,32284;117,0799;F;23
68,70199;135,324;M;25
69,18134;134,7164;M;20
70,76125;131,4654;M;25
67,4487;138,5211;M;29
65,80367;112,9028;M;20
67,84868;135,7776;F;24
70,37215;117,2445;F;22
68,05707;115,4099;F;20
67,83306;122,5637;M;22
68,36174;128,5694;F;29
67,68101;117,5547;F;18
65,56852;116,2469;M;24
65,84858;118,0476;F;25
67,48284;113,4292;F;27
68,15474;127,9674;M;21
67,60055;115,2546;F;22
66,3466;136,7939;F;20
68,00428;141,7709;F;21
65,89079;111,1971;F;23
69,71858;129,3685;M;20
66,92519;123,8781;F;24
67,86156;134,4959;M;19
72,30671;145,3807;M;24
69,04887;132,7148;F;20
68,37203;137,6722;M;19
69,46166;129,7161;M;23
64,55413;109,6147;M;21
62,91846;111,747;M;19
69,66751;114,9432;M;29
68,7226;114,1321;M;19
66,99763;119,7136;M;21
67,96265;129,548;F;20
62,54756;102,5937;F;20
67,69388;115,6799;F;20
68,17765;125,0763;M;22
66,84001;140,2859;F;20
70,49117;127,9204;F;22
64,38355;115,77;F;19
67,4107;115,8599;F;23
68,71162;136,6454;F;23
69,38429;112,8169;F;21
68,19334;121,7475;F;22
67,66466;120,6145;F;19
68,85946;136,1552;M;22
70,88504;132,1232;F;28
68,90069;128,3104;M;22
69,74202;148,7868;M;20
65,32131;122,75;F;23
66,05517;105,019;M;18
67,46121;124,1873;F;21
66,97366;119,5436;F;18
71,24954;125,3502;M;23
66,25833;105,2265;M;20
65,33602;127,9746;F;22
67,81863;124,7162;F;18
68,88544;123,1058;M;25
68,50931;123,0264;M;27
68,59759;132,1907;M;20
69,57731;143,1516;M;28
69,94225;131,2863;M;23
68,32527;127,9279;M;20
67,709;137,9562;M;22
68,14718;142,613;F;23
69,38748;135,7762;M;19
67,74435;131,3401;M;19
70,22145;133,1431;M;25
67,57101;127,27;M;21
67,8206;125,5015;M;29
66,2936;114,019;F;24
68,27218;119,0224;F;18
67,90289;140,4732;F;29
71,51032;134,635;F;24
69,78562;135,451;M;22
67,5308;123,7992;F;23
68,60276;140,7911;M;19
72,9157;137,3991;M;24
68,39973;114,1057;M;23
68,743;134,3778;F;20
67,07172;126,1538;M;23
66,5829;115,1352;F;20
68,20199;110,4711;F;22
68,5013;136,1652;M;20
67,65171;137,7229;F;18
69,73023;128,6487;M;27
65,67533;95,8643;M;19
68,98154;147,9151;F;18
68,41366;130,7171;F;20
67,65729;128,6169;F;20
70,93404;135,8496;M;20
71,4025;163,3466;F;20
68,66985;119,7289;M;22
67,29176;131,9414;F;22
69,39537;129,0571;M;23
67,96799;121,7029;F;29
66,18912;112,539;M;22
69,42809;133,8009;F;24
67,49189;117,2768;F;22
68,53399;120,6305;F;25
69,81642;119,9056;M;21
68,63746;127,091;M;27
68,8994;131,4347;F;20
67,9315;105,7268;F;18
71,5028;119,767;F;23
67,15119;127,6184;M;18
69,00578;123,6567;F;24
71,94177;158,7778;F;21
64,97172;133,6738;M;21
66,55485;134,9888;F;22
68,68354;132,3782;M;20
68,36506;124,8407;F;27
64,1255;115,6005;M;21
66,19137;129,8423;F;22
64,14117;121,0525;F;20
67,96989;133,8695;F;23
69,18067;133,8081;M;28
69,19612;119,4294;M;18
73,29095;153,6943;F;24
69,45026;117,4511;F;20
70,48029;146,3542;M;22
65,61927;127,5175;M;32
66,73212;120,9633;F;19
66,97858;135,7225;M;21
65,35568;131,9;M;21
66,13306;132,2003;F;36
66,19537;111,411;F;20
69,60618;115,0129;F;24
64,85576;131,9602;F;22
66,14641;117,3194;M;19
68,06858;147,1991;F;19
68,42537;139,2146;M;20
64,72761;113,471;F;25
67,12449;120,4451;F;21
68,2669;120,1299;F;18
64,63001;130,0922;M;21
65,93702;123,0907;M;29
69,72134;134,9164;M;22
67,2083;115,8391;F;23
72,91999;154,2153;F;19
69,98652;129,3433;F;20
67,19622;109,1018;F;20
68,80471;121,8463;M;25
68,95943;131,1717;F;23
70,71013;107,6082;F;27
69,31161;110,585;F;19
68,37667;139,5479;F;27
65,87762;108,2863;M;19
67,57576;137,937;M;21
69,04748;120,0193;M;22
64,96906;130,7477;F;19
65,00848;112,3542;M;21
69,66271;112,7833;F;25
68,36325;93,56304;F;18
67,78303;135,3219;F;23
68,35589;130,4797;F;30
69,08049;137,2105;F;21
66,18595;116,7954;F;23
69,8707;127,2318;F;22
68,14345;119,3634;F;18
71,50856;147,4461;F;20
67,58713;152,0826;M;22
69,32161;127,0991;M;22
64,32043;101,6548;F;22
70,04715;129,3431;F;22
67,95275;120,5799;F;27
69,3643;115,9751;F;23
65,61191;115,1222;F;25
66,45951;117,4793;M;25
67,01312;116,3448;F;22
67,15306;133,1964;M;18
68,38756;123,0091;F;20
66,91337;123,0284;F;23
69,39488;125,889;M;18
67,43209;136,7256;F;25
67,25651;125,2836;M;22
70,1574;129,8738;F;22
68,21801;145,046;F;23
66,54598;131,5953;M;23
67,91875;134,6972;M;23
65,47246;125,9926;M;19
68,64399;123,5308;F;27
67,54097;133,869;M;19
67,67111;127,5556;M;22
67,54769;129,9528;M;19
68,83269;116,6869;M;23
66,9893;116,2079;M;21
68,12926;139,5733;M;19
67,21663;117,1835;F;23
66,64897;119,2815;F;21
67,21762;127,3762;M;24
66,21812;121,0712;F;23
67,3438;133,4411;F;23
68,11292;109,9029;F;21
69,87913;127,7891;M;23
68,21125;138,5343;M;20
65,68767;141,1901;F;23
65,99233;113,6949;F;18
67,60517;102,2036;F;25
65,90505;139,2275;F;23
70,34152;127,0828;F;18
66,07605;120,0142;M;20
65,77453;126,9642;F;24
65,71341;112,0802;M;25
68,57546;141,1028;F;19
67,93372;112,6789;F;19
67,70726;136,6165;M;22
69,36386;143,3529;F;24
70,64307;133,4741;F;18
69,04345;143,0016;F;18
69,57571;154,5079;F;18
67,52772;136,2476;M;25
66,33405;120,4514;F;18
65,23795;115,1459;F;18
71,71197;127,5762;F;23
66,40209;110,5565;F;23
66,41322;123,2217;F;19
65,24322;132,3124;M;18
69,37652;144,9025;F;25
66,97944;116,5849;M;18
66,94715;116,96;M;20
68,35779;119,4615;M;18
67,72118;116,2328;M;25
66,6547;123,8393;F;22
71,16116;131,0291;F;19
69,76995;132,3991;F;23
67,08047;123,6803;F;25
70,16271;132,0564;F;22
67,20725;125,4732;M;23
66,441;109,2837;M;25
70,43908;128,0154;F;25
67,42411;117,7129;M;21
67,23794;115,5231;M;21
65,54462;116,0185;M;23
68,58579;131,2912;M;21
71,46377;140,9955;M;19
67,02704;152,026;F;22
70,74595;150,4723;M;21
64,55871;123,1474;M;20
66,43466;128,8558;M;25
71,88538;129,4843;M;27
67,35006;136,4792;F;24
67,26021;123,2473;M;18
69,42105;131,1226;F;19
67,02923;118,0796;M;27
70,15598;143,471;F;20
68,16962;123,4292;M;21
69,33135;118,6;F;32
68,82239;119,6967;F;22
70,70061;132,7463;F;25
63,01405;116,679;M;19
70,79121;129,9765;F;20
70,10094;140,6238;M;21
67,68598;113,3493;M;21
70,44934;130,0917;M;19
68,47164;143,6588;F;21
69,22334;147,1708;F;33
69,05267;126,3728;M;25
69,22824;128,1722;M;23
69,30531;140,5582;M;19
67,3569;114,6302;M;22
68,14178;133,9639;M;20
67,50705;127,7368;F;19
68,87072;139,0535;F;19
67,27839;134,3672;M;18
66,97126;116,9116;F;24
67,27037;121,5396;F;28
66,01214;116,2959;F;19
65,90324;117,2595;M;23
65,97601;115,5695;F;23
65,01385;117,3807;M;22
68,3634;126,2682;F;29
66,71134;130,885;F;27
70,69657;120,929;F;20
70,69145;134,6101;M;18
71,82796;136,3967;M;21
65,57821;112,8178;M;20
67,87092;141,7216;F;22
69,38038;135,5633;M;19
69,34518;139,0857;F;25
67,16737;134,124;F;20
68,26749;122,9496;F;20
67,82439;129,221;F;27
63,97761;114,6071;F;20
68,59532;135,5424;M;25
65,85937;131,0302;F;19
65,73705;112,9266;M;27
68,55083;137,6187;M;22
66,17839;125,057;M;31
63,43905;103,7247;F;32
64,61373;115,6394;F;25
64,14292;114,1789;F;25
64,25756;122,5431;M;23
67,52237;137,2828;F;37
66,64326;119,2689;F;20
68,4414;129,9912;M;22
70,65253;114,6167;M;19
68,04596;113,3741;M;20
68,07645;115,4976;F;20
66,06383;119,0574;F;20
69,31688;138,3508;F;24
68,35005;130,7714;F;18
68,11006;121,5984;F;25
67,60474;132,0105;M;21
65,64374;111,5052;F;23
69,18597;145,8104;F;24
70,15414;127,0499;M;23
68,92615;117,2627;M;20
71,21385;125,7487;M;25
70,58186;116,7541;M;20
69,20943;126,4311;M;20
68,11377;133,0339;F;21
67,54765;130,4505;F;23
65,63714;130,5983;F;25
67,39903;143,0303;M;18
68,25314;120,4308;F;19
67,56373;130,1949;F;19
63,40403;138,8565;F;24
67,13774;114,4542;M;20
66,48756;135,5376;F;30
66,61374;123,9797;F;23
68,4256;130,75;F;31
71,18574;143,5065;F;21
67,99548;104,9198;F;20
68,42032;129,021;F;29
67,75353;110,3398;M;23
68,99095;135,43;M;22
66,73917;118,7027;F;22
73,15071;147,0571;M;18
66,71381;115,7718;F;27
67,26833;122,3568;F;22
69,68744;146,7596;M;23
71,24277;150,5403;M;25
67,21908;128,3988;M;20
67,04756;129,4247;M;20
68,03582;133,8249;F;30
66,73546;123,987;F;22
64,51386;145,7486;F;24
68,14688;109,3535;F;18
69,3206;149,6076;M;21
68,78965;136,5204;M;18
