Indice,Altura,Peso,Sexo,Idade,IMC
13192,1.75,74.6,M,21,24.3
13193,1.75,67.1,M,24,21.8
13194,1.64,70.5,M,19,26.1
13195,1.73,68.9,F,20,22.9
13196,1.8,66.3,F,19,20.5
13197,1.68,67.5,M,27,23.8
13198,1.72,64.3,F,21,21.7
13199,1.74,69,F,22,22.8
13200,1.69,64.3,F,28,22.5
13201,1.66,59.5,F,29,21.7
13202,1.74,61.8,F,21,20.5
13203,1.73,73.7,M,20,24.7
13204,1.69,64.5,M,19,22.6
13205,1.72,64.6,F,20,21.8
13206,1.67,69.6,F,34,24.8
13207,1.69,53.9,M,22,18.9
13208,1.74,72.2,M,20,23.9
13209,1.71,78.3,M,24,26.7
13210,1.82,64.6,F,18,19.5
13211,1.64,65,F,28,24.1
13212,1.72,70.6,F,20,23.9
13213,1.8,70.1,M,21,21.7
13214,1.78,67.3,M,27,21.2
13215,1.8,81,M,19,25.1
13216,1.71,67.2,M,27,23.1
13217,1.8,71.1,F,32,22.1
13218,1.78,74.3,M,22,23.4
13219,1.7,65,M,23,22.4
13220,1.78,74.7,F,27,23.6
13221,1.74,78.2,F,18,25.7
13222,1.78,71.5,F,19,22.6
13223,1.79,80,M,22,25
13224,1.65,65.9,F,22,24.3
13225,1.72,68.3,F,21,23
13226,1.71,70.8,M,29,24.3
13227,1.75,68.5,F,18,22.5
13228,1.72,58.2,F,20,19.8
13229,1.7,60.3,F,21,20.9
13230,1.73,65.9,M,22,21.9
13231,1.74,73.4,F,20,24.3
13232,1.7,63.6,F,22,22
13233,1.7,68.5,F,19,23.8
13234,1.76,69.8,M,24,22.6
13235,1.79,79.1,M,27,24.6
13236,1.82,75.8,M,24,22.9
13237,1.73,74.2,M,25,24.7
13238,1.67,68.7,F,23,24.5
13239,1.74,67,M,21,22
13240,1.71,62.6,F,20,21.4
13241,1.66,64.2,F,21,23.3
13242,1.68,61.5,M,23,21.8
13243,1.72,62.9,F,23,21.3
13244,1.8,74.8,F,20,23
13245,1.65,66.2,F,23,24.3
13246,1.7,61.8,M,24,21.4
13247,1.72,62.6,M,20,21.2
13248,1.68,77.7,M,19,27.5
13249,1.74,65.8,F,24,21.7
13250,1.75,62,F,20,20.2
13251,1.6,47.2,F,23,18.4
13252,1.73,65.2,M,28,21.7
13253,1.71,64.3,F,22,21.9
13254,1.68,71.7,M,18,25.4
13255,1.67,65.5,F,24,23.5
13256,1.83,80.4,M,23,23.9
13257,1.78,64.3,F,25,20.4
13258,1.8,81.7,F,22,25.3
13259,1.76,66.6,F,21,21.5
13260,1.76,75.6,M,19,24.3
13261,1.71,75.1,F,20,25.6
13262,1.78,64.3,F,19,20.3
13263,1.66,63.2,F,21,22.9
13264,1.73,68.2,F,21,22.8
13265,1.7,74,M,18,25.6
13266,1.71,68.3,M,27,23.3
13267,1.67,67,F,19,24
13268,1.7,68.5,M,21,23.8
13269,1.68,69.9,F,19,24.6
13270,1.68,69.6,F,22,24.8
13271,1.73,66.9,F,22,22.3
13272,1.7,69.5,F,20,24.2
13273,1.61,57.8,F,20,22.3
13274,1.7,66,M,20,22.9
13275,1.63,70.9,M,19,26.7
13276,1.75,65.7,M,22,21.4
13277,1.76,75.4,M,27,24.4
13278,1.84,70.1,F,22,20.8
13279,1.72,65.6,M,23,22.2
13280,1.74,66.5,F,25,22
13281,1.65,68.1,M,20,25.1
13282,1.7,72.2,M,20,25.1
13283,1.7,59.9,F,21,20.9
13284,1.71,71,M,21,24.4
13285,1.71,67.2,F,18,23
13286,1.73,65.4,F,24,21.7
13287,1.81,74.5,F,21,22.7
13288,1.74,66.4,F,25,22.1
13289,1.68,67.7,M,22,23.9
13290,1.64,58.8,M,23,21.9
13291,1.68,69.5,F,21,24.7
13292,1.78,72,F,19,22.7
13293,1.67,75,M,18,26.9
13294,1.77,69.9,F,22,22.2
13295,1.79,68.7,F,23,21.5
13296,1.72,79.5,M,20,26.9
13297,1.78,70.8,M,23,22.4
13298,1.59,66.8,M,19,26.3
13299,1.87,73,F,21,20.8
13300,1.7,63.9,F,19,22.1
13301,1.78,68.6,F,19,21.7
13302,1.7,72.5,M,18,25.1
13303,1.65,61.6,M,23,22.7
13304,1.81,73.8,M,21,22.5
13305,1.75,65.1,F,18,21.3
13306,1.73,66.1,F,36,22
13307,1.79,72.8,M,18,22.7
13308,1.81,71.8,M,23,21.9
13309,1.83,73.3,F,20,22
13310,1.79,71.8,F,24,22.5
13311,1.79,66.9,F,30,20.9
13312,1.72,70.9,M,22,24.1
13313,1.8,68.3,F,22,21
13314,1.73,61.5,F,23,20.5
13315,1.73,76.2,M,24,25.5
13316,1.72,64.8,F,25,22
13317,1.72,74,M,18,25.1
13318,1.73,71.3,M,20,23.8
13319,1.74,73.3,M,18,24.2
13320,1.76,64.9,F,24,21
13321,1.69,69.9,F,18,24.4
13322,1.64,69.4,M,22,25.9
13323,1.7,67.6,F,20,23.4
13324,1.65,56.6,F,31,20.8
13325,1.74,71.4,M,23,23.5
13326,1.76,83.8,M,19,27
13327,1.65,53.8,F,22,19.7
13328,1.78,67.7,F,21,21.3
13329,1.74,68,M,21,22.6
13330,1.78,77.9,M,19,24.6
13331,1.81,77,M,22,23.5
13332,1.7,67.1,M,21,23.1
13333,1.74,73,M,23,24
13334,1.82,82.5,M,19,24.9
13335,1.73,66.8,F,20,22.4
13336,1.8,61.5,F,24,18.9
13337,1.67,58.7,F,21,21.1
13338,1.78,76.4,M,19,24.2
13339,1.69,66.8,F,18,23.3
13340,1.81,75.3,F,22,23
13341,1.69,60.9,M,25,21.3
13342,1.67,70.6,M,22,25.4
13343,1.81,79.6,F,20,24.4
13344,1.65,64.5,M,24,23.7
13345,1.81,72.7,F,24,22.2
13346,1.75,73.9,M,33,24.2
13347,1.73,69.2,F,21,23.2
13348,1.76,71.8,M,18,23.2
13349,1.75,78.2,F,19,25.4
13350,1.71,78.6,M,23,26.8
13351,1.73,60.7,M,22,20.3
13352,1.69,58.7,F,21,20.5
13353,1.69,66.1,F,19,23.1
13354,1.78,70.4,M,24,22.3
13355,1.8,86.2,M,28,26.7
13356,1.68,67.9,M,38,24
13357,1.64,57.9,M,18,21.5
13358,1.71,61.3,M,19,21
13359,1.75,77.7,M,28,25.3
13360,1.7,72.7,M,19,25.3
13361,1.74,70,M,18,23.1
13362,1.75,70.3,F,21,23
13363,1.74,67.9,M,23,22.4
13364,1.76,67.6,F,20,21.7
13365,1.75,71.3,M,22,23.3
13366,1.75,69.6,F,18,22.8
13367,1.69,59.5,F,19,20.9
13368,1.78,70.8,F,22,22.4
13369,1.76,78.8,M,19,25.6
13370,1.71,71.4,M,21,24.6
13371,1.75,69.8,M,18,22.9
13372,1.69,71.7,M,19,25.2
13373,1.77,72.2,M,21,23.1
13374,1.65,58.8,F,22,21.5
13375,1.71,71.2,F,21,24.5
13376,1.64,67.9,F,19,25.1
13377,1.75,81.8,F,21,26.8
13378,1.74,72.6,M,18,23.8
13379,1.75,71.6,F,29,23.4
13380,1.69,62.8,F,29,22.1
13381,1.72,68.1,M,19,23
13382,1.82,78,M,22,23.6
13383,1.73,76.6,M,24,25.5
13384,1.71,69.2,F,22,23.7
13385,1.7,65,F,23,22.4
13386,1.71,73,M,27,24.9
13387,1.66,63.7,F,19,23
13388,1.73,66.5,F,18,22.1
13389,1.74,69.5,M,23,23
13390,1.7,56.5,F,27,19.7
13391,1.74,70,M,18,23.1
13392,1.77,63.7,F,24,20.3
13393,1.76,66.2,F,28,21.5
13394,1.77,71.3,F,19,22.8
13395,1.72,64.6,M,28,21.9
13396,1.77,61.9,F,21,19.8
13397,1.72,63.2,F,21,21.4
13398,1.68,67.5,M,19,23.9
13399,1.69,61.8,M,20,21.7
13400,1.76,70.5,M,21,22.6
13401,1.74,73,M,23,24.1
13402,1.71,71,M,24,24.2
13403,1.73,59.8,F,20,19.9
13404,1.71,69.3,M,19,23.6
13405,1.71,62.1,F,24,21.2
13406,1.78,63.8,F,19,20.2
13407,1.77,83.6,M,21,26.6
13408,1.73,73.3,F,19,24.4
13409,1.77,72.6,F,25,23.3
13410,1.78,77.6,M,22,24.6
13411,1.73,70.2,M,27,23.4
13412,1.75,68.8,F,19,22.6
13413,1.8,83.3,M,23,25.8
13414,1.64,60.3,F,23,22.5
13415,1.68,76.2,M,27,27
13416,1.71,65.2,F,19,22.4
13417,1.77,70.5,F,22,22.6
13418,1.72,70,M,23,23.7
13419,1.69,54.7,F,24,19.3
13420,1.71,64.3,F,21,22.1
13421,1.71,62.8,F,22,21.4
13422,1.72,64.7,M,28,21.8
13423,1.74,67,M,20,22.2
13424,1.74,72,M,25,23.9
13425,1.8,73.7,F,23,22.9
13426,1.75,65.9,F,20,21.4
13427,1.69,62,F,28,21.6
13428,1.76,63.3,F,22,20.4
13429,1.77,69.4,M,20,22.1
13430,1.73,64.8,M,25,21.6
13431,1.7,67.1,F,23,23.1
13432,1.82,67.5,F,29,20.4
13433,1.75,60.7,F,24,19.8
13434,1.77,65.4,M,20,20.9
13435,1.68,67.5,F,22,24
13436,1.71,61.9,M,20,21.2
13437,1.81,73,F,24,22.4
13438,1.67,55.6,F,19,20
13439,1.75,64.7,M,18,21.1
13440,1.73,77.3,M,22,25.7
13441,1.7,68.7,F,24,23.9
13442,1.75,75,F,21,24.4
13443,1.66,59.2,F,24,21.4
13444,1.67,69.3,M,23,24.8
13445,1.74,67.1,F,20,22.3
13446,1.74,65,F,25,21.6
13447,1.83,72.4,F,19,21.6
13448,1.75,71.5,F,25,23.4
13449,1.74,67.8,F,23,22.3
13450,1.76,59,F,21,19.1
13451,1.65,73.3,M,24,26.8
13452,1.8,70.9,F,25,22
13453,1.65,68.9,M,20,25.4
13454,1.78,78.2,M,20,24.6
13455,1.66,65.3,F,21,23.7
13456,1.67,62.7,M,22,22.4
13457,1.69,64.9,F,20,22.7
13458,1.8,75.7,F,22,23.5
13459,1.78,73.4,F,25,23.1
13460,1.66,64.3,F,23,23.3
13461,1.68,61.6,F,20,21.9
13462,1.68,66.1,M,21,23.4
13463,1.69,64.8,M,22,22.6
13464,1.65,78.9,M,23,28.8
13465,1.77,66,F,18,21
13466,1.65,62.9,F,25,23.1
13467,1.7,58.1,M,23,20.1
13468,1.66,63.6,M,22,23
13469,1.71,66.7,M,21,22.8
13470,1.71,67.5,F,20,23.1
13471,1.61,62.6,M,21,24.1
13472,1.72,66.8,M,19,22.5
13473,1.79,66,F,23,20.6
13474,1.74,75.7,M,23,25
13475,1.72,79.9,M,23,26.9
13476,1.73,75.3,M,25,25.1
13477,1.76,66.5,M,18,21.5
13478,1.77,68.9,F,21,21.9
13479,1.67,67.7,F,25,24.2
13480,1.73,58.6,F,19,19.7
13481,1.76,73.5,M,22,23.6
13482,1.73,75.6,M,18,25.3
13483,1.54,49.4,F,21,20.9
13484,1.69,67.5,F,19,23.6
13485,1.68,60.5,M,19,21.3
13486,1.69,63.8,F,18,22.2
13487,1.72,67.6,F,25,22.9
13488,1.74,69.7,F,21,23
13489,1.74,68.3,M,18,22.5
13490,1.7,70.9,M,33,24.4
13491,1.71,67.5,F,19,22.9
13492,1.75,61.9,F,18,20.1
13493,1.7,66.7,F,28,22.9
13494,1.77,77.7,F,23,24.8
13495,1.77,79.8,F,22,25.4
13496,1.68,65.3,M,21,23.1
13497,1.74,66.7,M,18,22.1
13498,1.69,68.5,M,24,24
13499,1.72,68.3,F,23,23.1
13500,1.78,69.2,F,24,21.9
13501,1.7,60.7,F,23,21
13502,1.75,68.2,M,21,22.2
13503,1.75,68.5,F,20,22.3
13504,1.78,73.7,F,27,23.3
13505,1.62,67.1,M,18,25.6
13506,1.69,59.5,F,20,20.9
13507,1.62,60.5,F,20,22.9
13508,1.86,74.2,F,21,21.4
13509,1.74,69.6,M,20,23.1
13510,1.74,64.7,F,23,21.3
13511,1.74,76,M,24,25
13512,1.77,67.5,M,18,21.6
13513,1.82,78.2,M,30,23.7
13514,1.73,76.2,M,21,25.5
13515,1.76,78,M,21,25.1
13516,1.73,66.2,F,18,22.1
13517,1.73,62.6,M,19,20.8
13518,1.71,63.6,F,23,21.8
13519,1.72,63.8,F,22,21.6
13520,1.8,80.7,M,22,24.9
13521,1.62,51.5,F,24,19.6
13522,1.79,68.9,M,19,21.5
13523,1.78,76,F,18,23.9
13524,1.72,68.7,M,20,23.2
13525,1.74,68.1,F,25,22.4
13526,1.78,78,M,18,24.7
13527,1.79,82.9,M,21,25.8
13528,1.78,63.4,F,18,20.1
13529,1.77,72.9,M,20,23.2
13530,1.72,66.2,F,25,22.3
13531,1.77,66,F,27,21.1
13532,1.76,61.3,F,20,19.7
13533,1.71,65.9,F,21,22.5
13534,1.77,76.5,M,20,24.5
13535,1.68,77.7,M,19,27.6
13536,1.66,62.7,F,18,22.8
13537,1.72,68.6,F,29,23.1
13538,1.73,67,F,19,22.4
13539,1.74,73,M,18,24
13540,1.7,57.9,F,21,20
13541,1.75,62.3,F,20,20.3
13542,1.73,60.6,M,19,20.3
13543,1.74,68.4,M,18,22.6
13544,1.7,71.7,M,23,24.9
13545,1.71,71.5,M,18,24.4
13546,1.68,66.3,F,20,23.5
13547,1.79,63.8,F,22,20
13548,1.75,78.9,M,29,25.7
13549,1.68,63.2,F,22,22.4
13550,1.77,68.4,F,24,21.9
13551,1.75,66.4,F,20,21.8
13552,1.79,62.1,F,24,19.4
13553,1.75,67.2,M,28,22.1
13554,1.81,70.1,F,19,21.4
13555,1.7,71.9,F,18,24.9
13556,1.75,69.2,F,23,22.7
13557,1.71,63.9,F,18,21.8
13558,1.72,64.6,F,21,21.8
13559,1.69,64.7,F,38,22.7
13560,1.73,64.9,F,19,21.6
13561,1.72,72.2,M,18,24.4
13562,1.69,65.2,M,25,22.9
13563,1.8,67.5,M,18,20.8
13564,1.72,63.8,F,21,21.6
13565,1.69,71.9,M,19,25.3
13566,1.7,63.9,F,28,22.1
13567,1.79,69.6,F,19,21.8
13568,1.8,75.6,F,25,23.3
13569,1.74,71.4,M,22,23.5
13570,1.71,72.4,M,24,24.9
13571,1.68,60.5,F,22,21.5
13572,1.72,64.6,M,22,21.8
13573,1.68,59.9,M,19,21.2
13574,1.73,59.2,F,25,19.9
13575,1.71,62.1,F,22,21.2
13576,1.66,69.5,M,22,25.3
13577,1.79,70.9,F,21,22.2
13578,1.76,66.8,F,23,21.6
13579,1.78,65.1,F,22,20.6
13580,1.68,68.4,F,25,24.2
13581,1.67,67.4,F,20,24.2
13582,1.71,63.4,F,24,21.8
13583,1.63,64.4,F,23,24.3
13584,1.79,73.5,M,24,23
13585,1.7,63.3,M,22,22
13586,1.79,75.5,F,23,23.5
13587,1.78,72.2,F,23,22.7
13588,1.81,76.5,F,22,23.4
13589,1.72,66.5,F,21,22.4
13590,1.67,66.6,M,20,23.9
13591,1.7,67.8,M,20,23.6
13592,1.79,69.2,F,19,21.7
13593,1.84,75.6,F,25,22.4
13594,1.67,68.2,F,21,24.5
13595,1.71,60,F,18,20.6
13596,1.68,65.8,F,20,23.4
13597,1.72,64.9,F,22,22.1
13598,1.7,71.4,M,20,24.9
13599,1.78,73.9,M,19,23.2
13600,1.69,73.5,F,20,25.8
13601,1.64,70.9,F,21,26.4
13602,1.69,65.6,F,22,23
13603,1.81,76.1,M,18,23.2
13604,1.66,61.2,F,25,22.1
13605,1.59,59.2,F,22,23.5
13606,1.78,69.9,M,21,22.1
13607,1.85,78,F,29,22.8
13608,1.7,63.5,F,23,22
13609,1.77,66.9,M,24,21.5
13610,1.65,62.9,M,24,23.1
13611,1.72,70.4,M,22,23.9
13612,1.75,82,F,20,26.7
13613,1.69,68.4,M,23,23.9
13614,1.71,65.7,F,21,22.4
13615,1.71,74.9,M,23,25.5
13616,1.74,69.4,M,19,23
13617,1.69,68.8,F,19,24.2
13618,1.63,60.6,F,20,22.9
13619,1.78,75.7,M,24,23.9
13620,1.77,73.8,M,24,23.7
13621,1.82,74.1,M,23,22.4
13622,1.8,72.1,F,21,22.1
13623,1.75,70.3,F,23,22.9
13624,1.81,65.7,F,24,20.1
13625,1.77,70.5,M,21,22.5
13626,1.76,69,F,22,22.3
13627,1.69,64.3,M,20,22.5
13628,1.75,65.2,M,20,21.2
13629,1.73,69.4,F,25,23.1
13630,1.76,60.4,F,23,19.4
13631,1.69,62.4,F,27,21.8
13632,1.62,66.9,F,24,25.4
13633,1.74,75.7,F,19,24.9
13634,1.69,75.2,M,22,26.4
13635,1.75,77.7,M,31,25.3
13636,1.76,65.6,M,18,21.1
13637,1.73,66.2,M,23,22.2
13638,1.77,67.1,M,24,21.4
13639,1.75,59.2,F,21,19.3
13640,1.79,64.9,F,18,20.2
13641,1.79,62.4,F,25,19.4
13642,1.74,69.2,F,19,22.8
13643,1.79,71.3,F,21,22.2
13644,1.76,68.1,F,20,22.1
13645,1.74,70.3,F,20,23.3
13646,1.69,69.5,M,22,24.2
13647,1.71,70.7,M,22,24.1
13648,1.74,75.4,M,27,24.9
13649,1.67,67.2,F,25,24.1
13650,1.7,73.4,M,19,25.3
13651,1.7,69.5,M,21,24
13652,1.75,65.2,F,23,21.2
13653,1.76,66.9,M,18,21.7
13654,1.76,77.2,M,22,24.8
13655,1.74,72.7,M,32,24
13656,1.72,66.8,M,27,22.7
13657,1.73,71.1,M,22,23.8
13658,1.75,74.3,F,18,24.3
13659,1.67,69.2,F,21,24.7
13660,1.69,70.3,M,29,24.6
13661,1.67,70,M,19,25
13662,1.69,72.3,F,29,25.4
13663,1.72,67.8,F,23,23
13664,1.8,71,F,28,21.9
13665,1.7,64,M,18,22.1
13666,1.73,72.5,M,18,24.3
13667,1.73,67.6,F,24,22.5
13668,1.67,68.9,M,25,24.7
13669,1.69,63.4,M,22,22.1
13670,1.81,77.7,F,29,23.7
13671,1.69,70.3,M,21,24.7
13672,1.74,67.6,F,19,22.3
13673,1.7,50.9,F,22,17.6
13674,1.64,65,F,18,24.3
13675,1.71,71.2,F,21,24.4
13676,1.63,56.4,F,23,21.2
13677,1.84,77.5,M,20,22.9
13678,1.74,73.9,M,19,24.3
13679,1.69,72.2,M,20,25.2
13680,1.76,60.2,M,19,19.5
13681,1.73,68.8,F,20,22.9
13682,1.78,74.7,M,29,23.7
13683,1.78,65.1,M,22,20.5
13684,1.65,62.6,M,23,22.9
13685,1.76,67.3,F,21,21.6
13686,1.73,63,F,20,21.1
13687,1.74,69.8,F,20,23.1
13688,1.76,76.1,M,23,24.7
13689,1.72,69.1,F,20,23.4
13690,1.74,67.1,M,27,22.2
13691,1.89,81.1,M,29,22.8
13692,1.71,67.8,F,24,23.2
13693,1.74,64.3,F,21,21.3
13694,1.77,71.6,M,18,23
13695,1.77,68.4,F,22,22
13696,1.75,68,F,18,22.1
13697,1.66,68.2,F,19,24.7
13698,1.68,69.7,F,18,24.8
13699,1.68,65.7,F,23,23.2
13700,1.61,63.8,M,21,24.7
13701,1.62,65.2,M,22,24.8
13702,1.71,63.3,F,24,21.6
13703,1.71,64.3,F,25,21.9
13704,1.76,69.2,M,25,22.2
13705,1.77,69.5,F,25,22.3
13706,1.74,79,F,30,26.2
13707,1.74,65.4,F,19,21.5
13708,1.72,73.2,M,22,24.7
13709,1.73,67.6,F,22,22.6
13710,1.66,63.9,F,20,23
13711,1.67,72.5,F,20,26.1
13712,1.74,61.3,F,21,20.3
13713,1.8,82.6,M,20,25.5
13714,1.71,69.4,M,21,23.7
13715,1.79,83.8,M,19,26.2
13716,1.74,77.1,M,28,25.5
13717,1.81,71.5,M,23,21.8
13718,1.82,84.7,M,20,25.5
13719,1.7,64.9,M,21,22.5
13720,1.73,70.6,M,29,23.5
13721,1.68,62.7,F,22,22.3
13722,1.79,74.5,F,22,23.2
13723,1.7,72.1,M,24,24.9
13724,1.76,73.2,M,23,23.8
13725,1.73,78.2,M,20,26.2
13726,1.77,71.8,M,30,22.9
13727,1.77,71.5,M,20,22.7
13728,1.66,70.5,M,29,25.5
13729,1.72,62.2,F,24,21.1
13730,1.78,72,F,19,22.7
13731,1.73,70.3,M,23,23.6
13732,1.73,61.7,F,25,20.5
13733,1.78,71.5,F,28,22.5
13734,1.74,63.1,M,21,20.8
13735,1.79,73.1,M,22,22.9
13736,1.79,76.2,F,21,23.9
13737,1.77,73.7,F,22,23.6
13738,1.84,80,M,21,23.6
13739,1.78,71.7,M,19,22.7
13740,1.66,70.1,M,19,25.5
13741,1.72,68.5,M,23,23.2
13742,1.63,67,M,22,25.2
13743,1.75,78.4,M,22,25.5
13744,1.65,51.9,F,24,19.1
13745,1.71,69.6,F,19,23.7
13746,1.77,69.4,M,22,22.2
13747,1.76,75,F,24,24.1
13748,1.77,80.2,F,20,25.6
13749,1.71,67.7,M,21,23.3
13750,1.75,73.7,F,29,24
13751,1.66,62.9,F,18,22.9
13752,1.72,61.3,F,18,20.8
13753,1.77,70.9,M,19,22.7
13754,1.68,69.5,F,20,24.7
13755,1.68,65.1,M,18,22.9
13756,1.7,67.3,F,19,23.2
13757,1.73,71.3,M,28,23.9
13758,1.72,66.9,F,19,22.7
13759,1.69,71,F,19,24.8
13760,1.66,64.6,F,33,23.3
13761,1.76,67,F,21,21.6
13762,1.7,67.9,F,21,23.4
13763,1.7,75.7,F,21,26.2
13764,1.77,76,M,23,24.3
13765,1.79,73.1,F,21,22.9
13766,1.71,71.3,M,27,24.3
13767,1.77,70.8,F,23,22.6
13768,1.78,69.4,F,30,21.9
13769,1.83,71.9,F,27,21.4
13770,1.69,69.2,M,22,24.1
13771,1.73,68.6,F,20,23
13772,1.74,64.6,F,22,21.4
13773,1.71,69.6,M,19,23.7
13774,1.64,67.2,M,22,25
13775,1.78,67.5,F,23,21.4
13776,1.66,71,M,21,25.8
13777,1.65,64.5,F,20,23.8
13778,1.71,68.9,F,25,23.6
13779,1.79,71.4,F,19,22.4
13780,1.75,70.6,F,19,23.1
13781,1.66,58.4,M,20,21.2
13782,1.63,69.6,M,20,26.1
13783,1.75,61.2,F,23,20
13784,1.75,73.2,M,23,24
13785,1.6,62,F,18,24.2
13786,1.68,61.6,F,18,21.8
13787,1.71,74.9,F,24,25.5
13788,1.79,82.4,M,24,25.8
13789,1.73,68.2,F,25,22.8
13790,1.7,63.8,M,21,22.2
13791,1.61,69,M,19,26.7
13792,1.8,72.1,F,19,22.3
13793,1.71,57.9,F,19,19.8
13794,1.7,66.2,F,20,22.9
13795,1.77,64.5,F,25,20.7
13796,1.72,69.3,F,20,23.4
13797,1.7,64.5,F,18,22.4
13798,1.72,67.2,F,23,22.7
13799,1.78,71.1,F,27,22.4
13800,1.67,66,M,23,23.6
13801,1.64,65.2,M,25,24.2
13802,1.71,67.6,M,24,23.2
13803,1.68,71.2,M,24,25.3
13804,1.72,74,M,18,25
13805,1.74,64.7,F,22,21.4
13806,1.76,70.4,F,22,22.6
13807,1.73,62.9,F,21,21
13808,1.7,69.3,M,21,24
13809,1.72,69.9,M,28,23.6
13810,1.66,63.8,M,22,23.2
13811,1.63,60.7,F,22,23
13812,1.69,62.3,F,25,21.8
13813,1.71,57.8,F,27,19.7
13814,1.7,75,M,29,26.1
13815,1.73,70.9,M,19,23.8
13816,1.71,64.6,F,20,22.2
13817,1.69,63.6,F,28,22.2
13818,1.65,62.2,F,19,22.9
13819,1.67,68.6,F,23,24.5
13820,1.75,65.7,M,28,21.5
13821,1.7,57.7,F,25,19.9
13822,1.8,81.2,M,20,25.2
13823,1.75,69,F,24,22.5
13824,1.72,72.3,M,25,24.4
13825,1.77,65.5,F,22,21
13826,1.68,68.1,F,22,24.3
13827,1.69,71.7,M,20,25
13828,1.73,60.3,F,19,20.3
13829,1.79,64.1,F,18,19.9
13830,1.79,75.1,M,21,23.6
13831,1.75,74.5,F,24,24.5
13832,1.71,72.1,M,18,24.7
13833,1.66,67.5,M,20,24.6
13834,1.72,62.7,F,21,21.2
13835,1.71,64.1,F,21,21.9
13836,1.78,77.5,M,24,24.5
13837,1.74,68.6,F,22,22.7
13838,1.77,73.3,M,20,23.3
13839,1.73,70.9,F,24,23.7
13840,1.7,71.3,M,22,24.8
13841,1.75,65.3,F,22,21.3
13842,1.66,71.1,F,25,25.8
13843,1.62,58.4,M,25,22.1
13844,1.65,65.7,F,20,24.1
13845,1.73,68.9,M,19,22.9
13846,1.73,65.9,F,39,22.1
13847,1.84,73.1,F,25,21.5
13848,1.65,68.7,M,18,25.4
13849,1.74,72.5,M,20,23.9
13850,1.69,57.4,F,21,20
13851,1.77,71.2,M,21,22.6
13852,1.8,76.9,M,19,23.8
13853,1.7,67.8,F,24,23.4
13854,1.73,73.1,F,18,24.5
13855,1.75,77.4,M,25,25.2
13856,1.74,70.3,M,22,23.1
13857,1.72,62.3,F,19,21.1
13858,1.79,70.3,M,19,21.9
13859,1.65,63.9,M,21,23.5
13860,1.71,64.2,M,25,21.9
13861,1.72,67.2,F,19,22.8
13862,1.77,77.2,F,20,24.8
13863,1.72,64.5,F,23,21.8
13864,1.62,63.4,M,23,24.2
13865,1.77,76.1,M,19,24.3
13866,1.76,70.5,F,20,22.8
13867,1.69,68.6,M,25,24.2
13868,1.74,60.3,F,21,19.9
13869,1.67,66.6,M,23,23.9
13870,1.76,76.1,M,22,24.5
13871,1.76,67.7,F,22,21.8
13872,1.7,65.4,M,22,22.7
13873,1.8,61.8,M,19,19.2
13874,1.79,68.7,F,21,21.5
13875,1.72,66.6,M,23,22.5
13876,1.72,59.9,F,23,20.2
13877,1.79,68.5,F,23,21.5
13878,1.76,64.1,F,22,20.6
13879,1.75,74.7,F,19,24.5
13880,1.76,70.6,F,19,22.8
13881,1.73,69.5,M,22,23.2
13882,1.81,76.5,F,21,23.4
13883,1.67,71.6,M,20,25.6
13884,1.67,64.4,F,20,23.1
13885,1.74,71.5,F,23,23.5
13886,1.72,69.8,F,23,23.7
13887,1.76,72.7,F,25,23.4
13888,1.71,66.2,F,24,22.5
13889,1.75,73.6,M,22,23.9
13890,1.67,65.9,M,24,23.8
13891,1.68,59.8,F,27,21.2
13892,1.76,67.1,F,21,21.8
13893,1.72,73.4,M,24,24.8
13894,1.77,65.9,F,19,21
13895,1.73,70.9,M,20,23.8
13896,1.68,68.4,M,22,24.3
13897,1.66,58.6,F,20,21.2
13898,1.75,66.7,F,39,21.7
13899,1.75,76.2,M,21,24.9
13900,1.77,72.2,M,24,23.2
13901,1.61,59.3,F,24,22.8
13902,1.74,71.9,F,25,23.9
13903,1.76,81.9,M,20,26.6
13904,1.73,69.4,F,19,23.2
13905,1.73,65,F,28,21.8
13906,1.75,74.5,M,19,24.3
13907,1.71,69.7,M,21,23.7
13908,1.71,65.8,F,20,22.5
13909,1.74,74.7,M,23,24.8
13910,1.72,76.3,M,20,25.7
13911,1.65,69.1,F,18,25.5
13912,1.64,67.3,M,32,24.9
13913,1.68,69.6,F,23,24.8
13914,1.79,69.4,F,22,21.6
13915,1.8,68,M,24,21
13916,1.7,68.8,M,24,23.7
13917,1.8,78.7,M,22,24.2
13918,1.72,68.3,F,18,23
13919,1.72,64.9,M,21,21.9
13920,1.77,75.4,M,18,24
13921,1.8,73.2,F,23,22.6
13922,1.75,68.2,F,27,22.3
13923,1.77,67.2,F,24,21.4
13924,1.64,59.1,F,21,22.1
13925,1.72,67.6,F,22,22.8
13926,1.72,63.7,F,19,21.6
13927,1.68,64.4,F,22,22.7
13928,1.76,80.6,M,23,25.9
13929,1.7,71.4,F,20,24.8
13930,1.71,71.5,M,27,24.6
13931,1.86,76.8,M,21,22.3
13932,1.69,69.2,M,23,24.1
13933,1.71,66.6,F,20,22.8
13934,1.71,69.1,F,21,23.6
13935,1.8,69.3,M,22,21.4
13936,1.73,73,F,21,24.3
13937,1.74,58.7,F,22,19.5
13938,1.77,75.3,M,22,24
13939,1.71,72.6,M,20,24.7
13940,1.71,69.3,F,19,23.8
