Indice,Altura,Peso,Sexo,Idade
13410,70.00309,171.1731,M,22
13411,68.15695,154.8958,M,27
13412,68.71849,151.6732,F,19
13413,70.74234,183.6523,M,23
13414,64.39778,132.9976,F,23
13415,66.09377,167.9757,M,27
13416,67.15411,143.7905,F,19
13417,69.62229,155.5576,F,22
13418,67.64692,154.3898,M,23
13419,66.35212,120.64585,F,24
13420,67.14099,141.812,F,21
13421,67.45924,138.4164,F,22
13422,67.89924,142.7597,M,28
13423,68.45981,147.7824,M,20
13424,68.33541,158.6867,M,25
13425,70.67508,162.563,F,23
13426,68.99365,145.2003,F,20
13427,66.64834,136.6906,F,28
13428,69.3629,139.5647,F,22
13429,69.78169,152.9331,M,20
13430,68.20158,142.9633,M,25
13431,67.05497,147.9617,F,23
13432,71.5143,148.7322,F,29
13433,68.93168,133.8076,F,24
13434,69.68007,144.2686,M,20
13435,66.04157,148.8297,F,22
13436,67.24179,136.5976,M,20
13437,71.06313,160.8587,F,24
13438,65.67844,122.5999,F,19
13439,69.00164,142.7554,M,18
13440,68.22017,170.4013,M,22
13441,66.77623,151.3999,F,24
13442,69.04428,165.3473,F,21
13443,65.45098,130.5345,F,24
13444,65.73096,152.7027,M,23
13445,68.32806,147.8727,F,20
13446,68.35973,143.3922,F,25
13447,72.0053,159.6235,F,19
13448,68.75888,157.7104,F,25
13449,68.57851,149.5039,F,23
13450,69.28403,130.1576,F,21
13451,65.12147,161.6534,M,24
13452,70.72068,156.3501,F,25
13453,64.76778,151.847,M,20
13454,70.1651,172.5123,M,20
13455,65.34461,143.9206,F,21
13456,65.79897,138.2644,M,22
13457,66.54497,143.1899,F,20
13458,70.68042,166.8475,F,22
13459,70.21782,161.8674,F,25
13460,65.47065,141.8658,F,23
13461,66.02919,135.8723,F,20
13462,66.18835,145.8425,M,21
13463,66.67181,142.9865,M,22
13464,65.12985,173.884,M,23
13465,69.83352,145.5376,F,18
13466,64.98984,138.6615,F,25
13467,66.89045,128.17083,M,23
13468,65.49193,140.2691,M,22
13469,67.34878,147.1574,M,21
13470,67.37231,148.8809,F,20
13471,63.46025,138.0067,M,21
13472,67.8132,147.279,M,19
13473,70.42725,145.444,F,23
13474,68.53662,166.8249,M,23
13475,67.87278,176.2057,M,23
13476,68.13284,165.978,M,25
13477,69.26426,146.645,M,18
13478,69.87331,151.9643,F,21
13479,65.79319,149.2201,F,25
13480,67.93962,129.2197,F,19
13481,69.43541,162.122,M,22
13482,68.13334,166.759,M,18
13483,60.61265,108.99396,F,21
13484,66.57575,148.8785,F,19
13485,66.30738,133.2969,M,19
13486,66.68348,140.6271,F,18
13487,67.7263,149.1129,F,25
13488,68.50005,153.6703,F,21
13489,68.60607,150.5098,M,18
13490,67.10339,156.2692,M,33
13491,67.50707,148.7436,F,19
13492,68.98001,136.383,F,18
13493,67.12516,147.068,F,28
13494,69.7277,171.287,F,23
13495,69.80507,175.9399,F,22
13496,66.18238,143.9859,M,21
13497,68.4183,147.1046,M,18
13498,66.47004,150.9501,M,24
13499,67.76121,150.6052,F,23
13500,69.91863,152.5574,F,24
13501,66.93297,133.7591,F,23
13502,69.0402,150.4023,M,21
13503,68.94109,151.0948,F,20
13504,69.96413,162.4132,F,27
13505,63.76783,147.8887,M,18
13506,66.41503,131.2103,F,20
13507,63.91125,133.2975,F,20
13508,73.27528,163.685,F,21
13509,68.39115,153.4388,M,20
13510,68.5465,142.6664,F,23
13511,68.68709,167.5072,M,24
13512,69.61369,148.8612,M,18
13513,71.48238,172.4166,M,30
13514,68.03586,168.0188,M,21
13515,69.36386,172.0179,M,21
13516,68.15831,145.9474,F,18
13517,68.27708,138.0452,M,19
13518,67.30672,140.1912,F,23
13519,67.58732,140.591,F,22
13520,70.8243,177.8429,M,22
13521,63.83987,113.60517,F,24
13522,70.43378,151.9874,M,19
13523,70.21228,167.5316,F,18
13524,67.77936,151.3814,M,20
13525,68.7004,150.2263,F,25
13526,69.99519,172.04,M,18
13527,70.62853,182.8516,M,21
13528,69.90579,139.7288,F,18
13529,69.817,160.7817,M,20
13530,67.83224,146.0425,F,25
13531,69.63326,145.5746,F,27
13532,69.44989,135.1565,F,20
13533,67.33693,145.2166,F,21
13534,69.50665,168.5827,M,20
13535,66.09188,171.3648,M,19
13536,65.2832,138.1865,F,18
13537,67.87778,151.184,F,29
13538,68.11679,147.76,F,19
13539,68.59133,160.8774,M,18
13540,67.04952,127.6734,F,21
13541,68.87697,137.285,F,20
13542,67.99548,133.5848,M,19
13543,68.48097,150.8728,M,18
13544,66.80653,158.1408,M,23
13545,67.33031,157.6036,M,18
13546,66.13397,146.2552,F,20
13547,70.32188,140.7467,F,22
13548,68.96221,173.9043,M,29
13549,66.06507,139.3708,F,22
13550,69.65152,150.8491,F,24
13551,68.76154,146.4284,F,20
13552,70.38735,136.8508,F,24
13553,68.71084,148.1599,M,28
13554,71.326,154.577,F,19
13555,66.9045,158.5682,F,18
13556,68.72586,152.5067,F,23
13557,67.42176,140.9163,F,18
13558,67.69989,142.439,F,21
13559,66.44661,142.5789,F,38
13560,68.20301,143.1931,F,19
13561,67.64807,159.1427,M,18
13562,66.42694,143.8723,M,25
13563,70.8435,148.8572,M,18
13564,67.63532,140.7743,F,21
13565,66.35336,158.551,M,19
13566,66.91345,140.9533,F,28
13567,70.31634,153.4913,F,19
13568,70.86937,166.7672,F,25
13569,68.60763,157.4133,M,22
13570,67.13465,159.6996,M,24
13571,66.09072,133.3166,F,22
13572,67.76652,142.452,M,22
13573,66.10137,132.046,M,19
13574,67.92885,130.5512,F,25
13575,67.40711,136.8884,F,22
13576,65.28092,153.3287,M,22
13577,70.3717,156.4236,F,21
13578,69.24463,147.2191,F,23
13579,69.99833,143.4698,F,22
13580,66.18908,150.8387,F,25
13581,65.73631,148.5924,F,20
13582,67.12819,139.7294,F,24
13583,64.10059,142.0196,F,23
13584,70.38122,161.9972,M,24
13585,66.75728,139.5137,M,22
13586,70.53,166.4931,F,23
13587,70.17204,159.2109,F,23
13588,71.18243,168.6898,F,22
13589,67.82866,146.7242,F,21
13590,65.65352,146.7616,M,20
13591,66.76492,149.5095,M,20
13592,70.34445,152.548,F,19
13593,72.2969,166.8015,F,25
13594,65.72237,150.4218,F,21
13595,67.19993,132.3476,F,18
13596,66.05342,144.9883,F,20
13597,67.53462,143.1365,F,22
13598,66.75222,157.5256,M,20
13599,70.23199,162.9669,M,19
13600,66.52031,162.1643,F,20
13601,64.56606,156.4161,F,21
13602,66.45278,144.5472,F,22
13603,71.26059,167.8043,M,18
13604,65.44098,134.8397,F,25
13605,62.53019,130.5241,F,22
13606,70.05484,154.0798,M,21
13607,72.80628,171.9259,F,29
13608,66.86238,140.06,F,23
13609,69.50049,147.5437,M,24
13610,64.99509,138.721,M,24
13611,67.57214,155.2939,M,22
13612,69.06944,180.9059,F,20
13613,66.65913,150.8431,M,23
13614,67.37674,144.9623,F,21
13615,67.42499,165.1124,M,23
13616,68.3871,152.945,M,19
13617,66.36575,151.7191,F,19
13618,64.11949,133.6609,F,20
13619,70.12447,166.917,M,24
13620,69.53261,162.7228,M,24
13621,71.64191,163.4664,M,23
13622,71.04817,159.0219,F,21
13623,68.92933,154.9589,F,23
13624,71.1441,144.9527,F,24
13625,69.60885,155.4133,M,21
13626,69.29407,152.1879,F,22
13627,66.59322,141.818,M,20
13628,68.96066,143.7228,M,20
13629,68.26251,153.0771,F,25
13630,69.39033,133.1544,F,23
13631,66.53787,137.5421,F,27
13632,63.91795,147.4324,F,24
13633,68.631,166.8674,F,19
13634,66.45348,165.919,M,22
13635,69.04964,171.3663,M,31
13636,69.39732,144.6732,M,18
13637,68.02698,145.8999,M,23
13638,69.72695,147.9958,M,24
13639,69.04313,130.5738,F,21
13640,70.60636,143.0917,F,18
13641,70.52384,137.4924,F,25
13642,68.50417,152.5246,F,19
13643,70.51629,157.2799,F,21
13644,69.13584,150.1831,F,20
13645,68.36656,155.0669,F,20
13646,66.7301,153.318,M,22
13647,67.45099,155.9725,M,22
13648,68.55083,166.2837,M,27
13649,65.75594,148.1823,F,25
13650,67.04163,161.9415,M,19
13651,67.00587,153.278,M,21
13652,69.09149,143.8046,F,23
13653,69.13842,147.4727,M,18
13654,69.43051,170.1932,M,22
13655,68.48179,160.3917,M,32
13656,67.52515,147.2145,M,27
13657,68.08513,156.8646,M,22
13658,68.78708,163.8396,F,18
13659,65.93792,152.5924,F,21
13660,66.52195,154.9111,M,29
13661,65.83663,154.3709,M,19
13662,66.40599,159.4764,F,29
13663,67.63208,149.4727,F,23
13664,70.88342,156.6646,F,28
13665,66.97201,141.0744,M,18
13666,67.96785,159.9013,M,18
13667,68.20571,149.0504,F,24
13668,65.67991,151.8525,M,25
13669,66.66426,139.791,M,22
13670,71.35208,171.2856,F,29
13671,66.40492,154.9638,M,21
13672,68.48425,148.9633,F,19
13673,66.9517,112.17381,F,22
13674,64.42714,143.3178,F,18
13675,67.2586,156.9894,F,21
13676,64.27586,124.3726,F,23
13677,72.42652,170.8577,M,20
13678,68.655,162.8627,M,19
13679,66.62863,159.1225,M,20
13680,69.23036,132.6907,M,19
13681,68.22004,151.6637,F,20
13682,69.92772,164.7954,M,29
13683,70.16196,143.5687,M,22
13684,65.1007,137.9304,M,23
13685,69.44208,148.376,F,21
13686,67.96643,138.9525,F,20
13687,68.39232,153.9139,F,20
13688,69.15573,167.8982,M,23
13689,67.66018,152.377,F,20
13690,68.45513,147.9967,M,27
13691,74.25069,178.7217,M,29
13692,67.3335,149.6067,F,24
13693,68.4765,141.7749,F,21
13694,69.51345,157.9786,M,18
13695,69.51978,150.914,F,22
13696,69.00392,149.8707,F,18
13697,65.46143,150.2865,F,19
13698,65.95702,153.5905,F,18
13699,66.29452,144.8056,F,23
13700,63.23208,140.6352,M,21
13701,63.79425,143.6841,M,22
13702,67.36607,139.6365,F,24
13703,67.45255,141.8324,F,25
13704,69.48099,152.6388,M,25
13705,69.54265,153.2192,F,25
13706,68.38857,174.1507,F,30
13707,68.69784,144.2499,F,19
13708,67.79156,161.4312,M,22
13709,68.05695,149.1676,F,22
13710,65.53954,140.8006,F,20
13711,65.6515,159.8479,F,20
13712,68.36811,135.2596,F,21
13713,70.8782,182.0454,M,20
13714,67.43888,153.0286,M,21
13715,70.33575,184.6748,M,19
13716,68.40527,169.9059,M,28
13717,71.26558,157.6786,M,23
13718,71.66938,186.6949,M,20
13719,66.89482,143.1192,M,21
13720,68.27301,155.5997,M,29
13721,65.96101,138.1444,F,22
13722,70.53185,164.2006,F,22
13723,67.01546,158.9282,M,24
13724,69.10624,161.3942,M,23
13725,68.00621,172.4011,M,20
13726,69.68547,158.3534,M,30
13727,69.88144,157.7171,M,20
13728,65.4037,155.4034,M,29
13729,67.56773,137.2147,F,24
13730,70.0722,158.839,F,19
13731,67.96073,154.9527,M,23
13732,68.27275,136.068,F,25
13733,70.15703,157.6661,F,28
13734,68.62357,139.0451,M,21
13735,70.38629,161.197,M,22
13736,70.31894,167.9869,F,21
13737,69.55195,162.4771,F,22
13738,72.50206,176.4821,M,21
13739,70.01068,158.1244,M,19
13740,65.25013,154.4674,M,19
13741,67.57137,150.9391,M,23
13742,64.26213,147.8121,M,22
13743,69.0224,172.7706,M,22
13744,64.95274,114.38865,F,24
13745,67.44754,153.5166,F,19
13746,69.69672,153.1013,M,22
13747,69.44937,165.3243,F,24
13748,69.76151,176.9324,F,20
13749,67.1708,149.3196,M,21
13750,69.04019,162.5992,F,29
13751,65.27378,138.7917,F,18
13752,67.61985,135.2075,F,18
13753,69.58713,156.2958,M,19
13754,66.06129,153.3447,F,20
13755,66.3049,143.4777,M,18
13756,67.04642,148.3416,F,19
13757,67.91684,157.1486,M,28
13758,67.5619,147.5443,F,19
13759,66.56896,156.4673,F,19
13760,65.52171,142.369,F,33
13761,69.31461,147.7332,F,21
13762,67.01255,149.7715,F,21
13763,66.91173,166.9883,F,21
13764,69.63943,167.5638,M,23
13765,70.36787,161.2334,F,21
13766,67.40367,157.1697,M,27
13767,69.72035,156.1884,F,23
13768,70.01373,152.998,F,30
13769,72.16986,158.5159,F,27
13770,66.7314,152.6435,M,22
13771,68.03229,151.2957,F,20
13772,68.45736,142.5077,F,22
13773,67.47177,153.3949,M,19
13774,64.62708,148.2531,M,22
13775,69.928,148.8748,F,23
13776,65.33602,156.6396,M,21
13777,64.8491,142.2083,F,20
13778,67.35534,152.0018,F,25
13779,70.32186,157.4148,F,19
13780,68.85974,155.7813,F,19
13781,65.38357,128.76,M,20
13782,64.22288,153.4128,M,20
13783,68.86803,134.875,F,23
13784,68.78295,161.3643,M,23
13785,62.99042,136.6144,F,18
13786,66.13556,135.8629,F,18
13787,67.4964,165.0931,F,24
13788,70.33159,181.5911,M,24
13789,68.12088,150.3432,F,25
13790,66.7988,140.6191,M,21
13791,63.27713,152.0484,M,19
13792,70.79659,159.0004,F,19
13793,67.3204,127.6851,F,19
13794,66.98194,146.0556,F,20
13795,69.50493,142.332,F,25
13796,67.8037,152.7513,F,20
13797,66.76294,142.1994,F,18
13798,67.74997,148.157,F,23
13799,70.18385,156.7821,F,27
13800,65.91704,145.5947,M,23
13801,64.6396,143.8141,M,25
13802,67.17432,149.0807,M,24
13803,66.04782,157.0705,M,24
13804,67.71915,163.2748,M,18
13805,68.45206,142.6676,F,22
13806,69.43594,155.1271,F,22
13807,68.15413,138.7503,F,21
13808,66.86743,152.8163,M,21
13809,67.8206,154.1665,M,28
13810,65.22365,140.6892,M,22
13811,64.01521,133.9015,F,22
13812,66.55122,137.4481,F,25
13813,67.43796,127.459,F,27
13814,66.77155,165.2986,M,29
13815,67.96975,156.3708,M,19
13816,67.17639,142.4385,F,20
13817,66.6783,140.2654,F,28
13818,64.92792,137.0576,F,19
13819,65.93684,151.2339,F,23
13820,68.76502,144.8298,M,28
13821,67.07004,127.1572,F,25
13822,70.72408,179.1048,M,20
13823,68.99385,152.1627,F,24
13824,67.71164,159.335,M,25
13825,69.52902,144.5377,F,22
13826,65.95968,150.0976,F,22
13827,66.64471,158.0785,M,20
13828,67.93699,132.9964,F,19
13829,70.66922,141.3371,F,18
13830,70.29214,165.6174,M,21
13831,68.71912,164.3776,F,24
13832,67.19869,158.9581,M,18
13833,65.19663,148.7902,M,20
13834,67.66646,138.1947,F,21
13835,67.30043,141.276,F,21
13836,70.09519,170.9915,M,24
13837,68.48033,151.234,F,22
13838,69.82383,161.63,M,20
13839,68.05417,156.3628,F,24
13840,66.7957,157.1582,M,22
13841,68.92487,144.0115,F,22
13842,65.38226,156.7291,F,25
13843,63.95467,128.7008,M,25
13844,64.96373,144.9056,F,20
13845,68.26741,151.9648,M,19
13846,67.93785,145.2976,F,39
13847,72.54964,161.2801,F,25
13848,64.80359,151.4708,M,18
13849,68.62969,159.9644,M,20
13850,66.67402,126.6417,F,21
13851,69.80387,156.9126,M,21
13852,70.79391,169.526,M,19
13853,67.04159,149.4669,F,24
13854,68.00118,161.2764,F,18
13855,68.97705,170.6012,M,25
13856,68.64131,154.9249,M,22
13857,67.6419,137.4152,F,19
13858,70.5535,154.9359,M,19
13859,64.87568,140.801,M,21
13860,67.36309,141.4682,M,25
13861,67.65899,148.2567,F,19
13862,69.52844,170.2634,F,20
13863,67.74021,142.2147,F,23
13864,63.70715,139.7553,M,23
13865,69.63254,167.808,M,19
13866,69.21078,155.3728,F,20
13867,66.35456,151.2788,M,25
13868,68.57922,133.0148,F,21
13869,65.7134,146.9553,M,23
13870,69.45527,167.807,M,22
13871,69.42021,149.218,F,22
13872,66.82483,144.2119,M,22
13873,70.71013,136.2732,M,19
13874,70.37952,151.5936,F,21
13875,67.73715,146.8137,M,23
13876,67.78929,132.1367,F,23
13877,70.31573,151.1211,F,23
13878,69.38765,141.3515,F,22
13879,68.77413,164.8212,F,19
13880,69.25276,155.7034,F,19
13881,68.19723,153.33,M,22
13882,71.18105,168.7313,F,21
13883,65.86615,157.8874,M,20
13884,65.68889,141.9383,F,20
13885,68.61422,157.5874,F,23
13886,67.5943,153.9488,F,23
13887,69.41316,160.3319,F,25
13888,67.47845,145.9647,F,24
13889,69.0673,162.2823,M,22
13890,65.56181,145.2621,M,24
13891,66.1525,131.8944,F,27
13892,69.1247,148.041,F,21
13893,67.66681,161.8617,M,24
13894,69.78338,145.3282,F,19
13895,68.02586,156.4017,M,20
13896,66.13543,150.899,M,22
13897,65.49205,129.2916,F,20
13898,69.0936,147.11,F,39
13899,68.92044,168.0041,M,21
13900,69.52276,159.2387,M,24
13901,63.46952,130.7464,F,24
13902,68.34795,158.5927,F,25
13903,69.10066,180.5761,M,20
13904,68.10745,152.9556,F,19
13905,68.00897,143.3878,F,28
13906,68.91849,164.2594,M,19
13907,67.49976,153.6897,M,21
13908,67.34324,145.1537,F,20
13909,68.33766,164.6401,M,23
13910,67.80769,168.3219,M,20
13911,64.79586,152.4034,F,18
13912,64.70248,148.4757,M,32
13913,66.01521,153.5652,F,23
13914,70.61318,153.0866,F,22
13915,70.82908,149.9562,M,24
13916,67.05535,151.6783,M,24
13917,71.01314,173.6054,M,22
13918,67.81882,150.6279,F,18
13919,67.78014,143.0272,M,21
13920,69.83412,166.3519,M,18
13921,70.82199,161.3086,F,23
13922,68.91364,150.4503,F,27
13923,69.81349,148.2789,F,24
13924,64.38452,130.4014,F,21
13925,67.71514,148.9627,F,22
13926,67.57132,140.4951,F,19
13927,66.27424,141.9911,F,22
13928,69.39866,177.691,M,23
13929,66.7653,157.5167,F,20
13930,67.12871,157.6431,M,27
13931,73.10806,169.3885,M,21
13932,66.6547,152.5043,M,23
13933,67.2132,146.7827,F,20
13934,67.35638,152.3819,F,21
13935,70.7897,152.9037,M,22
13936,68.29063,161.0444,F,21
13937,68.38192,129.5184,F,22
13938,69.78449,166.1058,M,22
13939,67.5076,160.0182,M,20
13940,67.25105,152.8997,F,19
13941,68.39682,159.3122,M,23
13942,70.23956,155.4471,F,20
13943,71.17466,152.6394,F,29
13944,67.30494,148.6262,M,22
13945,67.69871,155.8686,M,21
13946,68.98465,148.8628,F,23
13947,67.99465,140.7224,F,23
13948,68.17851,159.6578,M,22
13949,67.86067,136.0755,F,20
13950,69.30029,168.3248,M,20
13951,68.64769,166.1115,M,24
13952,70.04011,142.8355,F,21
13953,68.98332,159.153,M,22
13954,68.73343,166.0574,F,24
13955,64.95852,146.6281,F,24
13956,68.09648,170.8594,F,23
13957,70.78151,179.4286,M,18
13958,63.72249,129.7042,M,27
13959,70.20959,155.7404,F,23
13960,65.03493,146.032,M,20
13961,69.64013,162.4955,F,20
13962,68.75607,147.9869,F,19
13963,69.53887,154.3983,F,22
13964,68.76102,144.7798,M,21
13965,68.77305,148.9427,F,32
13966,68.34809,143.8809,F,20
13967,68.01896,162.0852,M,19
13968,67.29039,136.0701,F,21
13969,67.9585,155.9262,M,25
13970,70.42389,150.795,F,22
13971,68.09534,149.6434,M,27
13972,67.98901,158.0316,M,21
13973,66.22167,135.3413,M,24
13974,71.4732,164.884,F,24
13975,68.04007,170.3549,F,23
13976,66.50314,159.6211,M,23
13977,66.86315,144.7583,F,19
13978,67.78374,151.1029,F,28
13979,63.25179,133.6829,M,24
13980,64.74187,136.1315,F,21
13981,67.18185,162.2722,M,20
13982,68.9573,152.9595,F,23
13983,67.62532,145.6548,F,23
13984,67.50617,134.5325,F,20
13985,67.13659,157.3667,F,19
13986,67.86308,157.8347,M,24
13987,68.75179,159.3266,M,24
13988,68.21966,156.401,M,22
13989,68.66466,158.1239,F,31
13990,67.44148,139.6898,F,20
13991,70.47769,161.4042,M,19
13992,67.7369,131.545,F,20
13993,68.72131,168.2177,M,22
13994,67.09404,126.18924,M,23
13995,66.07098,146.3122,F,19
13996,67.8112,152.4831,M,22
13997,67.93165,157.601,M,21
13998,65.46048,152.1525,F,21
13999,66.8212,150.4431,M,21
14000,68.80139,143.5229,M,22
14001,70.92408,169.1095,M,21
14002,69.7399,166.2303,M,19
14003,66.46388,135.3881,F,23
14004,69.32363,162.6211,M,19
14005,64.0239,152.5291,F,18
14006,67.52914,151.4088,M,22
14007,69.96933,154.2885,F,22
14008,71.15199,161.9001,M,23
14009,68.20057,147.8862,F,18
14010,68.81388,162.3223,F,19
14011,64.65223,158.4334,M,20
14012,66.14942,143.5012,M,21
14013,69.95272,165.3248,F,18
14014,68.83759,156.9812,M,19
14015,67.93756,143.7086,M,27
14016,69.34245,154.1699,F,22
14017,68.40577,155.5286,F,22
14018,67.32147,131.6077,F,20
14019,63.48115,118.84941,F,25
14020,71.57294,172.5719,M,21
14021,67.5752,140.602,F,22
14022,66.02245,153.3386,M,21
14023,66.25075,152.1264,M,24
14024,66.84936,137.901,F,19
14025,66.91425,140.7878,M,23
14026,67.05596,149.9636,M,28
14027,68.61716,150.4659,F,20
14028,67.5793,141.3981,M,27
14029,69.94726,162.3348,F,19
14030,72.99632,178.8139,F,23
14031,67.80396,168.2743,M,23
14032,71.13503,160.8538,F,24
14033,68.44489,154.0717,F,31
14034,67.07917,154.1119,F,31
14035,68.94919,162.7763,M,28
14036,69.18478,143.3712,M,21
14037,65.34843,138.0538,F,33
14038,68.44652,151.1675,M,18
14039,70.44232,153.8973,F,21
14040,68.68249,180.2566,M,19
14041,66.84621,142.5325,F,24
14042,70.52695,172.4533,F,18
14043,67.30047,144.1179,F,23
14044,71.62721,180.4667,M,24
14045,69.0588,132.6468,F,19
14046,68.79987,169.9854,M,21
14047,65.2651,131.8039,F,28
14048,69.6181,159.7666,F,29
14049,67.72532,153.8773,F,22
14050,67.15214,147.5065,M,21
14051,70.79423,168.2714,M,22
14052,64.33826,152.5853,F,20
14053,67.66003,147.7021,M,23
14054,69.68791,170.0393,F,24
14055,66.916,132.5297,F,33
14056,67.16363,140.6975,M,24
14057,67.32683,152.1511,M,25
14058,68.74582,161.5553,M,20
14059,66.28166,153.725,F,24
14060,69.9777,175.253,M,21
14061,67.36668,152.0213,M,24
14062,63.70189,137.9431,M,21
14063,70.07435,161.9907,M,20
14064,68.70088,153.762,M,20
14065,70.55274,165.0088,F,23
14066,67.73938,154.9262,F,20
14067,68.8846,144.8257,F,19
14068,65.74584,150.2045,M,22
14069,65.37604,144.2758,F,29
14070,68.17463,148.2672,F,18
14071,67.65345,152.6501,F,28
14072,68.87816,141.9444,F,20
14073,66.76233,149.212,F,23
14074,66.97235,140.8361,M,19
14075,66.65205,133.4216,F,27
14076,67.62991,141.2382,F,24
14077,68.56579,154.3334,F,18
14078,66.50775,151.6495,M,25
14079,70.91179,142.8083,F,19
14080,67.61939,164.5234,M,19
14081,66.92088,155.9924,M,19
14082,63.6884,135.7291,M,27
14083,69.72285,155.5398,F,18
14084,70.49904,135.3109,F,19
14085,66.84336,142.0478,M,19
14086,69.27603,155.5164,M,18
14087,68.19129,156.3438,F,19
14088,69.32167,150.9924,F,20
14089,68.79437,158.032,M,19
14090,68.79172,136.5742,F,18
14091,66.79366,150.4604,M,28
14092,68.57877,141.8927,F,20
14093,66.30593,154.4442,M,21
14094,68.21523,142.3019,M,32
14095,70.23551,166.4591,M,25
14096,70.31177,155.559,F,21
14097,63.84676,137.2605,F,28
14098,66.1507,126.4283,F,19
14099,66.25434,138.9854,F,22
14100,72.32435,160.1959,M,30
14101,65.3068,158.6178,M,22
14102,65.83832,132.5744,F,23
14103,68.12213,164.2713,F,23
14104,69.4698,143.8345,M,31
14105,71.89949,173.6376,M,25
14106,69.29221,169.328,M,23
14107,69.65814,160.6186,F,27
14108,75.11519,174.9037,F,21
14109,67.71967,152.6528,M,32
14110,66.36931,136.2525,F,23
14111,70.57005,174.4701,M,28
14112,67.74663,154.9997,M,21
14113,72.97709,150.4614,F,27
14114,66.71665,149.5278,F,20
14115,69.77352,170.3544,M,23
14116,67.8955,151.263,M,25
14117,66.49607,130.4618,F,18
14118,69.90495,152.1653,F,20
14119,69.40968,157.9911,M,22
14120,69.66688,149.2489,F,29
14121,68.62699,162.5738,M,24
14122,70.4697,168.4775,M,19
14123,67.22801,152.8792,F,25
14124,68.17097,144.6873,F,23
14125,70.89432,152.7126,F,19
14126,66.69188,148.0983,M,25
14127,67.83055,134.7065,F,19
14128,65.7482,120.85725,F,25
14129,70.44164,164.6548,F,18
14130,68.65011,149.9079,F,22
14131,70.68086,170.6277,M,21
14132,72.70766,172.1724,F,19
14133,69.93152,170.7648,M,21
14134,67.60131,141.6447,F,25
14135,70.9931,160.2716,F,29
14136,70.36812,156.5394,M,21
14137,66.69382,165.8591,M,20
14138,68.93421,142.5811,M,21
14139,70.04724,157.5461,F,20
14140,69.32346,158.2461,M,21
14141,68.54922,169.0681,M,22
14142,70.8081,156.1974,F,22
14143,68.98767,145.0788,F,23
14144,69.01369,152.1846,M,31
14145,71.52552,165.6545,F,20
14146,70.7638,166.0437,F,27
14147,67.35984,147.7638,F,28
14148,67.24854,151.9045,M,22
14149,66.38544,142.0543,F,24
14150,69.87842,159.1755,F,25
14151,66.85155,145.5348,F,21
14152,65.00921,105.21045,F,18
14153,66.57454,138.1888,F,18
14154,70.72749,153.7591,F,19
14155,67.65062,160.3388,M,20
14156,68.82192,157.7023,M,22
14157,66.47411,153.4057,M,22
14158,70.47713,156.4684,F,21
14159,68.22833,163.9898,F,22
14160,66.53332,130.2147,F,21
14161,70.44992,154.1187,F,18
14162,65.36188,138.1338,F,23
14163,68.51138,152.3176,F,25
14164,68.07198,160.8034,F,23
14165,67.25759,162.3015,M,21
14166,66.1659,140.8878,F,21
14167,68.36335,144.5708,M,18
14168,67.63379,157.1313,F,20
14169,68.41421,174.711,M,18
14170,69.2274,144.5576,M,20
14171,66.6047,148.2582,M,22
14172,69.37897,153.5029,F,22
14173,65.99751,141.1561,F,29
14174,68.60409,148.3222,F,23
14175,66.08834,151.107,F,29
14176,66.13517,164.3614,M,22
14177,67.18311,133.7049,F,18
14178,63.52175,151.9529,F,18
14179,72.89832,168.4859,F,24
14180,70.24671,142.6218,F,27
14181,67.57706,165.6485,F,25
14182,67.67702,142.8417,F,20
14183,66.19211,142.0423,F,20
14184,68.064,151.7254,M,25
14185,67.27282,126.9931,F,19
14186,69.7165,142.2757,M,24
14187,71.12569,158.2338,F,24
14188,68.90635,163.7516,M,18
14189,70.672,145.8652,F,21
14190,66.46421,152.3818,M,24
14191,66.06231,157.8757,M,20
14192,66.03224,120.60974,F,27
14193,69.74971,161.8421,M,22
14194,64.77625,167.044,F,21
14195,68.73489,142.8863,F,24
14196,67.26332,147.6731,F,21
14197,69.06267,160.8262,F,24
14198,63.44163,136.4811,F,25
14199,66.99674,145.4972,F,25
14200,64.26003,167.5617,M,22
14201,65.56492,151.8001,M,20
14202,70.10951,143.5069,M,25
14203,70.16208,162.6252,F,23
14204,70.62015,161.4055,F,24
14205,65.14555,137.7442,M,22
14206,67.62804,151.2634,M,28
14207,68.18868,132.4426,F,22
14208,67.0671,131.0027,F,22
14209,67.95083,156.7063,F,21
14210,68.09464,147.5217,F,23
14211,68.91393,151.6531,F,21
14212,68.72702,157.9828,F,19
14213,70.01234,160.5674,M,21
14214,70.82734,168.2359,F,22
14215,72.41769,164.6275,F,19
14216,69.3568,149.8655,M,24
14217,69.81542,169.0999,M,23
14218,66.95564,158.124,F,20
14219,65.83646,132.0517,F,19
14220,69.53808,180.9377,M,23
14221,68.78724,141.7149,F,21
14222,67.25945,124.5566,F,21
14223,65.75926,150.6099,F,21
14224,66.5001,138.3058,M,18
14225,68.2079,130.7873,F,28
14226,65.31482,138.6929,M,22
14227,66.94303,163.4757,M,19
14228,67.81842,128.3821,F,24
14229,69.67211,179.3784,M,23
14230,69.42117,169.6506,M,23
14231,68.08186,169.63,M,23
14232,66.6039,143.6585,F,25
14233,72.70475,135.3255,M,19
14234,70.80715,167.8815,M,24
14235,69.69845,162.4944,M,27
14236,68.76862,152.9219,F,21
